epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_1_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_agg_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)7",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
21,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.7216,6.0,6.0,4.968,6.0,6.0,6.0,1.8496,6.0,6.0,4.8016,6.0,5.9984,6.0,3.5712,12.0,12.0,9.7696,12.0,11.9984,12.0,0.013372387737035751,1808.363525390625,0.9799,0.7748,0.0,0.008844364434480667,1815.1163330078125,0.9804,0.77788,0.0,0.0,1811.739990234375,0.0,0,0.0,0.0,0.0,0
22,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.768,6.0,6.0,4.8544,6.0,5.9936,6.0,1.8752,5.9936,6.0,4.9264,6.0,5.9952,6.0,3.6432,11.9936,12.0,9.7808,12.0,11.9888,12.0,0.027355672791600227,1849.686767578125,0.9832,0.77168,0.0,0.035965919494628906,1836.7060546875,0.9848,0.7738,0.0,0.0,1843.1964111328125,0.0,0,0.0,0.0,0.0,0
23,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.8368,6.0,6.0,4.9456,6.0,6.0,6.0,1.8336,6.0,6.0,5.0096,6.0,6.0,6.0,3.6704,12.0,12.0,9.9552,12.0,12.0,12.0,0.003801792860031128,2097.487060546875,0.9879,0.77264,0.0,0.0002562105655670166,2059.770751953125,0.9877,0.77632,0.0,0.0,2078.62890625,0.0,0,0.0,0.0,0.0,0
24,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.7952,6.0,6.0,4.9568,6.0,5.9984,6.0,1.7856,5.9952,6.0,4.9184,6.0,5.9984,6.0,3.5808,11.9952,12.0,9.8752,12.0,11.9968,12.0,0.001661449670791626,2165.7041015625,0.9911,0.77164,0.0,0.0009503066539764404,2167.548828125,0.9904,0.7764,0.0,0.0,2166.62646484375,0.0,0,0.0,0.0,0.0,0
25,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.8128,6.0,6.0,4.9296,6.0,6.0,6.0,1.7904,6.0,6.0,5.0496,6.0,6.0,6.0,3.6032,12.0,12.0,9.9792,12.0,12.0,12.0,0.008646063506603241,2343.472412109375,0.9931,0.76976,0.0,0.0016553550958633423,2399.142333984375,0.993,0.7688,0.0,0.0,2371.307373046875,0.0,0,0.0,0.0,0.0,0
26,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.7296,6.0,6.0,5.016,6.0,6.0,6.0,1.768,6.0,6.0,4.9648,6.0,5.9984,6.0,3.4976,12.0,12.0,9.9808,12.0,11.9984,12.0,0.0010975003242492676,2480.793701171875,0.9949,0.7704,0.0,0.0034976154565811157,2460.330078125,0.9947,0.77424,0.0,0.0,2470.56201171875,0.0,0,0.0,0.0,0.0,0
27,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.8,6.0,6.0,5.0656,6.0,6.0,6.0,1.768,6.0,6.0,5.112,6.0,5.9968,6.0,3.568,12.0,12.0,10.1776,12.0,11.9968,12.0,0.0010072886943817139,2766.24609375,0.9963,0.75856,0.0,0.0019194036722183228,2708.8271484375,0.9961,0.76372,0.0,0.0,2737.53662109375,0.0,0,0.0,0.0,0.0,0
28,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.7968,5.9968,6.0,5.0592,6.0,6.0,6.0,1.7568,6.0,6.0,5.0864,6.0,6.0,6.0,3.5536,11.9968,12.0,10.1456,12.0,12.0,12.0,0.00048482418060302734,2728.90625,0.9967,0.77024,0.0,0.0003172159194946289,2693.61328125,0.9969,0.7744,0.0,0.0,2711.259765625,0.0,0,0.0,0.0,0.0,0
29,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.7584,5.9984,6.0,5.1328,6.0,5.9952,6.0,1.7936,6.0,6.0,5.12,6.0,6.0,6.0,3.552,11.9984,12.0,10.2528,12.0,11.9952,12.0,0.0009406954050064087,2850.193359375,0.9977,0.77,0.0,0.0006689727306365967,2790.141845703125,0.9977,0.77404,0.0,0.0,2820.16748046875,0.0,0,0.0,0.0,0.0,0
30,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.8528,6.0,6.0,5.1104,6.0,6.0,6.0,1.8208,6.0,6.0,5.184,6.0,6.0,6.0,3.6736,12.0,12.0,10.2944,12.0,12.0,12.0,0.001436471939086914,2917.6796875,0.9975,0.76836,0.0,0.01886279135942459,2851.12939453125,0.9979,0.77424,0.0,0.0,2884.404541015625,0.0,0,0.0,0.0,0.0,0
31,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.7904,5.9984,6.0,5.2496,6.0,6.0,6.0,1.8784,6.0,6.0,5.1088,6.0,5.9984,6.0,3.6688,11.9984,12.0,10.3584,12.0,11.9984,12.0,9.869039058685303e-05,2978.07568359375,0.998,0.76868,0.0,0.00018638372421264648,2882.779541015625,0.9982,0.7726,0.0,0.0,2930.427734375,0.0,0,0.0,0.0,0.0,0
32,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.816,6.0,6.0,5.1456,6.0,5.9984,6.0,1.8384,5.9968,6.0,5.1232,6.0,6.0,6.0,3.6544,11.9968,12.0,10.2688,12.0,11.9984,12.0,4.170835018157959e-05,3035.674560546875,0.9982,0.76812,0.0,0.004130341112613678,2921.221435546875,0.9989,0.7718,0.0,0.0,2978.447998046875,0.0,0,0.0,0.0,0.0,0
33,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.8608,6.0,6.0,5.176,6.0,5.9984,6.0,1.864,5.9936,5.9952,5.28,6.0,6.0,6.0,3.7248,11.9936,11.9952,10.456,12.0,11.9984,12.0,0.00013619661331176758,3126.245849609375,0.9983,0.76868,0.0,2.1904706954956055e-05,3034.811279296875,0.999,0.77496,0.0,0.0,3080.528564453125,0.0,0,0.0,0.0,0.0,0
34,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.848,6.0,6.0,5.2016,6.0,5.9968,6.0,1.8336,5.9904,6.0,5.2544,6.0,6.0,6.0,3.6816,11.9904,12.0,10.456,12.0,11.9968,12.0,8.562207221984863e-05,3206.749755859375,0.9986,0.7668,0.0,0.00022327899932861328,3068.875732421875,0.9994,0.77332,0.0,0.0,3137.812744140625,0.0,0,0.0,0.0,0.0,0
35,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.8736,5.9984,6.0,5.216,6.0,5.9952,6.0,1.8736,6.0,6.0,5.3264,6.0,5.9984,6.0,3.7472,11.9984,12.0,10.5424,12.0,11.9936,12.0,0.00020176172256469727,3189.18798828125,0.9987,0.768,0.0,0.00026676058769226074,3009.466552734375,0.9993,0.77448,0.0,0.0,3099.3271484375,0.0,0,0.0,0.0,0.0,0
36,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.904,5.9936,6.0,5.2976,6.0,6.0,6.0,1.8016,6.0,6.0,5.2608,6.0,5.9984,6.0,3.7056,11.9936,12.0,10.5584,12.0,11.9984,12.0,8.265674114227295e-05,3289.143798828125,0.9989,0.76764,0.0,1.4960765838623047e-05,3096.9599609375,0.9995,0.77268,0.0,0.0,3193.0517578125,0.0,0,0.0,0.0,0.0,0
37,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.88,6.0,6.0,5.176,6.0,6.0,6.0,1.9088,5.9952,6.0,5.2544,6.0,5.992,6.0,3.7888,11.9952,12.0,10.4304,12.0,11.992,12.0,2.321600914001465e-05,3429.019287109375,0.9986,0.77004,0.0,1.8298625946044922e-05,3263.509765625,0.9993,0.77608,0.0,0.0,3346.2646484375,0.0,0,0.0,0.0,0.0,0
38,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.9456,5.9984,6.0,5.2848,6.0,6.0,6.0,1.9504,5.9952,6.0,5.2592,6.0,6.0,6.0,3.896,11.9936,12.0,10.544,12.0,12.0,12.0,3.0860304832458496e-05,3397.30029296875,0.9993,0.7648,0.0,4.2825937271118164e-05,3210.576416015625,0.9991,0.77016,0.0,0.0,3303.9384765625,0.0,0,0.0,0.0,0.0,0
39,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.0128,6.0,5.9952,5.2064,6.0,6.0,6.0,1.9248,5.9984,6.0,5.1568,6.0,5.9968,6.0,3.9376,11.9984,11.9952,10.3632,12.0,11.9968,12.0,1.0460615158081055e-05,3592.554931640625,0.9987,0.76664,0.0,7.899105548858643e-05,3406.922607421875,0.9989,0.77288,0.0,0.0,3499.73876953125,0.0,0,0.0,0.0,0.0,0
40,rankdad,0.0001,16,2,5,transformer,imdb,8,10,1.9648,6.0,6.0,5.1936,6.0,5.9952,6.0,1.984,5.9984,6.0,5.208,6.0,6.0,6.0,3.9488,11.9984,12.0,10.4016,12.0,11.9952,12.0,9.238719940185547e-06,3717.908203125,0.9996,0.76676,0.0,9.834766387939453e-07,3493.925537109375,0.9994,0.7744,0.0,0.0,3605.9169921875,0.0,0,0.0,0.0,0.0,0
41,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.0224,5.9984,6.0,5.1472,6.0,5.9936,6.0,1.9296,5.9984,6.0,5.2048,6.0,6.0,6.0,3.952,11.9968,12.0,10.352,12.0,11.9936,12.0,2.9906630516052246e-05,3816.706298828125,0.9996,0.76632,0.0,2.950429916381836e-06,3640.093017578125,0.999,0.77076,0.0,0.0,3728.399658203125,0.0,0,0.0,0.0,0.0,0
42,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.1216,5.9984,6.0,5.2016,6.0,5.992,6.0,2.0912,6.0,6.0,5.2656,6.0,5.9936,6.0,4.2128,11.9984,12.0,10.4672,12.0,11.9856,12.0,3.282725811004639e-05,3748.9970703125,0.9999,0.77,0.0,1.996755599975586e-05,3573.25341796875,0.9996,0.77356,0.0,0.0,3661.125244140625,0.0,0,0.0,0.0,0.0,0
43,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.0416,5.9984,6.0,5.1552,6.0,5.9904,6.0,2.152,5.9968,6.0,5.1184,6.0,6.0,6.0,4.1936,11.9952,12.0,10.2736,12.0,11.9904,12.0,0.0001623779535293579,3859.290771484375,0.9998,0.77016,0.0,0.00027473270893096924,3570.845947265625,0.9993,0.7772,0.0,0.0,3715.068359375,0.0,0,0.0,0.0,0.0,0
44,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.184,6.0,6.0,5.1312,6.0,5.992,6.0,2.0976,6.0,6.0,5.1424,6.0,5.9936,6.0,4.2816,12.0,12.0,10.2736,12.0,11.9856,12.0,6.586313247680664e-06,3870.984130859375,0.9994,0.77124,0.0,0.0002276003360748291,3656.399658203125,0.9992,0.77732,0.0,0.0,3763.69189453125,0.0,0,0.0,0.0,0.0,0
45,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.0848,5.9968,6.0,5.1232,6.0,5.9984,6.0,2.1168,5.9888,6.0,4.9712,6.0,5.9952,6.0,4.2016,11.9856,12.0,10.0944,12.0,11.9936,12.0,4.470348358154297e-07,3826.52099609375,0.9993,0.76924,0.0,1.0162591934204102e-05,3532.70556640625,0.9993,0.77664,0.0,0.0,3679.61328125,0.0,0,0.0,0.0,0.0,0
46,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.1568,5.9984,6.0,5.1328,6.0,5.9952,6.0,2.2208,6.0,6.0,5.0816,6.0,5.9952,6.0,4.3776,11.9984,12.0,10.2144,12.0,11.9904,12.0,2.384185791015625e-07,3906.936767578125,0.9994,0.77068,0.0,8.225440979003906e-06,3729.005615234375,0.9997,0.7742,0.0,0.0,3817.97119140625,0.0,0,0.0,0.0,0.0,0
47,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.4128,6.0,6.0,5.1936,6.0,5.992,6.0,2.2064,6.0,6.0,5.1728,6.0,5.9984,6.0,4.6192,12.0,12.0,10.3664,12.0,11.9904,12.0,2.777576446533203e-05,3967.99658203125,0.9997,0.76496,0.0,3.0994415283203125e-06,3615.280029296875,0.9999,0.77432,0.0,0.0,3791.63818359375,0.0,0,0.0,0.0,0.0,0
48,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.3296,6.0,6.0,5.2496,6.0,5.992,6.0,2.224,6.0,6.0,5.2432,6.0,6.0,6.0,4.5536,12.0,12.0,10.4928,12.0,11.992,12.0,8.940696716308594e-07,3780.6220703125,1.0,0.7696,0.0,1.8298625946044922e-05,3447.712646484375,0.9998,0.77808,0.0,0.0,3614.16748046875,0.0,0,0.0,0.0,0.0,0
49,rankdad,0.0001,16,2,5,transformer,imdb,8,10,2.32,5.9936,6.0,5.2352,6.0,5.9952,6.0,2.1968,5.9936,6.0,5.2688,6.0,5.9984,6.0,4.5168,11.9872,12.0,10.504,12.0,11.9936,12.0,6.777048110961914e-05,3665.416259765625,0.9999,0.77444,0.0,7.152557373046875e-07,3315.961669921875,0.9999,0.77984,0.0,0.0,3490.68896484375,0.0,0,0.0,0.0,0.0,0
