epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_1_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)7","effective_rank_site_agg_FakeLinear(input_features=128, output_features=2, bias=False)0","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=False)1","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=False)3","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)4","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)5","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)6","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)7",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
10,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.7072,6.0,6.0,5.7104,6.0,5.9984,6.0,1.8096,6.0,6.0,5.8176,6.0,6.0,6.0,3.5168,12.0,12.0,11.528,12.0,11.9984,12.0,0.2185955047607422,837.35302734375,0.8956,0.78132,0.0,0.12271300703287125,831.4221801757812,0.8959,0.7856,0.0,0.0,834.3875732421875,0.0,0,0.0,0.0,0.0,0
11,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8736,6.0,6.0,5.6672,6.0,6.0,6.0,1.8352,6.0,6.0,5.7424,6.0,6.0,6.0,3.7088,12.0,12.0,11.4096,12.0,12.0,12.0,0.4942108690738678,946.7098388671875,0.9063,0.76592,0.0,0.2173464149236679,898.9672241210938,0.9084,0.7776,0.0,0.0,922.8385009765625,0.0,0,0.0,0.0,0.0,0
12,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8256,6.0,6.0,5.6624,6.0,5.9984,6.0,1.8192,6.0,6.0,5.76,6.0,5.9984,6.0,3.6448,12.0,12.0,11.4224,12.0,11.9968,12.0,0.03015711158514023,963.1893920898438,0.9196,0.7736,0.0,0.33828818798065186,986.8975830078125,0.9196,0.76984,0.0,0.0,975.04345703125,0.0,0,0.0,0.0,0.0,0
13,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8192,6.0,6.0,5.5904,6.0,5.9968,6.0,1.7856,6.0,6.0,5.5856,6.0,6.0,6.0,3.6048,12.0,12.0,11.176,12.0,11.9968,12.0,0.1028188019990921,1122.50927734375,0.9304,0.75784,0.0,0.024618960916996002,1047.3048095703125,0.9277,0.77032,0.0,0.0,1084.906982421875,0.0,0,0.0,0.0,0.0,0
14,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8336,6.0,6.0,5.4448,6.0,5.9968,6.0,1.7792,6.0,6.0,5.4992,5.9968,5.9936,6.0,3.6128,12.0,12.0,10.944,11.9968,11.9904,12.0,0.33243805170059204,1061.7308349609375,0.9376,0.77596,0.0,0.1075703427195549,1024.12109375,0.9379,0.78312,0.0,0.0,1042.926025390625,0.0,0,0.0,0.0,0.0,0
15,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8368,6.0,6.0,5.36,6.0,6.0,6.0,1.7408,6.0,6.0,5.4576,6.0,5.9952,6.0,3.5776,12.0,12.0,10.8176,12.0,11.9952,12.0,0.2836838364601135,1203.3226318359375,0.9428,0.77088,0.0,0.03232760727405548,1193.838134765625,0.946,0.7734,0.0,0.0,1198.580322265625,0.0,0,0.0,0.0,0.0,0
16,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8576,6.0,6.0,5.208,6.0,6.0,6.0,1.8528,6.0,6.0,5.2144,6.0,5.9968,6.0,3.7104,12.0,12.0,10.4224,12.0,11.9968,12.0,0.057110004127025604,1179.22705078125,0.9535,0.77276,0.0,0.003755539655685425,1149.2718505859375,0.9541,0.77836,0.0,0.0,1164.24951171875,0.0,0,0.0,0.0,0.0,0
17,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8304,5.9952,6.0,5.1952,6.0,5.9984,6.0,1.9024,6.0,6.0,5.2096,6.0,5.9984,6.0,3.7328,11.9952,12.0,10.4048,12.0,11.9968,12.0,0.05396410822868347,1372.0887451171875,0.9616,0.7592,0.0,0.14651985466480255,1236.556884765625,0.9608,0.77788,0.0,0.0,1304.32275390625,0.0,0,0.0,0.0,0.0,0
18,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.7728,5.9984,6.0,5.0192,6.0,6.0,6.0,1.7696,6.0,6.0,5.112,6.0,5.9984,6.0,3.5424,11.9984,12.0,10.1312,12.0,11.9984,12.0,0.020894918590784073,1441.138427734375,0.969,0.76888,0.0,0.335079550743103,1320.7806396484375,0.9686,0.78572,0.0,0.0,1380.95947265625,0.0,0,0.0,0.0,0.0,0
19,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8752,6.0,6.0,4.9328,6.0,5.9984,6.0,1.7488,6.0,6.0,4.9728,6.0,6.0,6.0,3.624,12.0,12.0,9.9056,12.0,11.9984,12.0,0.012185908854007721,1540.3646240234375,0.973,0.77088,0.0,0.17498145997524261,1460.982421875,0.9749,0.78012,0.0,0.0,1500.673583984375,0.0,0,0.0,0.0,0.0,0
20,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.7856,5.9888,6.0,4.904,6.0,6.0,6.0,1.8272,6.0,6.0,4.816,6.0,5.9952,6.0,3.6128,11.9888,12.0,9.72,12.0,11.9952,12.0,0.015892840921878815,1707.0411376953125,0.9787,0.77052,0.0,0.025589294731616974,1658.887451171875,0.9803,0.77536,0.0,0.0,1682.96435546875,0.0,0,0.0,0.0,0.0,0
21,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.7296,5.9984,6.0,4.6704,6.0,6.0,6.0,1.7536,6.0,6.0,4.7312,6.0,5.9984,6.0,3.4832,11.9984,12.0,9.4016,12.0,11.9984,12.0,0.18526868522167206,2064.8916015625,0.9839,0.75232,0.0,0.00027649104595184326,1926.51025390625,0.9843,0.75912,0.0,0.0,1995.700927734375,0.0,0,0.0,0.0,0.0,0
22,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8272,5.9968,6.0,4.6592,6.0,6.0,6.0,1.8224,6.0,6.0,4.7168,6.0,5.9968,6.0,3.6496,11.9968,12.0,9.376,12.0,11.9968,12.0,0.006513640284538269,2203.583251953125,0.9859,0.75452,0.0,0.16018545627593994,2125.853515625,0.9875,0.75868,0.0,0.0,2164.71826171875,0.0,0,0.0,0.0,0.0,0
23,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8,5.9968,6.0,4.632,6.0,6.0,6.0,1.784,6.0,6.0,4.672,6.0,6.0,6.0,3.584,11.9968,12.0,9.304,12.0,12.0,12.0,4.340708255767822e-05,2231.666015625,0.9898,0.7602,0.0,0.2115931212902069,2191.3369140625,0.9904,0.76236,0.0,0.0,2211.50146484375,0.0,0,0.0,0.0,0.0,0
24,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.6736,6.0,6.0,4.6224,6.0,5.9984,6.0,1.8608,6.0,6.0,4.6912,6.0,6.0,6.0,3.5344,12.0,12.0,9.3136,12.0,11.9984,12.0,0.006212353706359863,2541.26025390625,0.9928,0.7562,0.0,0.0049906522035598755,2509.864501953125,0.992,0.75768,0.0,0.0,2525.5625,0.0,0,0.0,0.0,0.0,0
25,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8064,6.0,6.0,4.7024,6.0,5.9984,6.0,1.7536,6.0,6.0,4.6608,6.0,6.0,6.0,3.56,12.0,12.0,9.3632,12.0,11.9984,12.0,0.002641133964061737,2324.062255859375,0.9946,0.76752,0.0,0.0007351040840148926,2382.529541015625,0.9944,0.7648,0.0,0.0,2353.2958984375,0.0,0,0.0,0.0,0.0,0
26,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.848,6.0,6.0,4.632,6.0,5.9968,6.0,1.8288,6.0,6.0,4.656,6.0,5.992,6.0,3.6768,12.0,12.0,9.288,12.0,11.9888,12.0,0.000511661171913147,2550.883544921875,0.9952,0.77148,0.0,0.0016582608222961426,2493.79931640625,0.9955,0.77372,0.0,0.0,2522.34130859375,0.0,0,0.0,0.0,0.0,0
27,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8432,6.0,6.0,4.6816,6.0,5.9968,6.0,1.7792,6.0,6.0,4.6944,6.0,6.0,6.0,3.6224,12.0,12.0,9.376,12.0,11.9968,12.0,0.00015985965728759766,2868.7275390625,0.9964,0.74804,0.0,0.004500925540924072,2778.4619140625,0.9964,0.7548,0.0,0.0,2823.5947265625,0.0,0,0.0,0.0,0.0,0
28,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.848,6.0,6.0,4.7408,6.0,6.0,6.0,1.7856,6.0,6.0,4.6736,6.0,5.9984,6.0,3.6336,12.0,12.0,9.4144,12.0,11.9984,12.0,0.0031931474804878235,2876.900634765625,0.9974,0.76684,0.0,0.0026566684246063232,2898.4130859375,0.9969,0.76392,0.0,0.0,2887.65673828125,0.0,0,0.0,0.0,0.0,0
29,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8336,6.0,6.0,4.8048,6.0,5.9984,6.0,1.712,6.0,6.0,4.7648,6.0,6.0,6.0,3.5456,12.0,12.0,9.5696,12.0,11.9984,12.0,9.417533874511719e-05,2916.681396484375,0.9986,0.76684,0.0,0.0012604445219039917,2913.14013671875,0.9982,0.76616,0.0,0.0,2914.91064453125,0.0,0,0.0,0.0,0.0,0
30,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.88,5.9984,6.0,4.7792,6.0,6.0,6.0,1.8016,6.0,6.0,4.8544,6.0,6.0,6.0,3.6816,11.9984,12.0,9.6336,12.0,12.0,12.0,0.000724494457244873,2756.671630859375,0.9987,0.76744,0.0,6.750226020812988e-05,2643.258056640625,0.9985,0.7722,0.0,0.0,2699.96484375,0.0,0,0.0,0.0,0.0,0
31,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8576,6.0,6.0,4.8352,6.0,5.9936,6.0,1.7632,6.0,6.0,4.9056,6.0,6.0,6.0,3.6208,12.0,12.0,9.7408,12.0,11.9936,12.0,0.0001382678747177124,2981.57958984375,0.9986,0.75992,0.0,0.0016303136944770813,2892.515380859375,0.9986,0.7618,0.0,0.0,2937.04736328125,0.0,0,0.0,0.0,0.0,0
32,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8784,5.9968,6.0,4.7888,6.0,6.0,6.0,1.7872,5.9936,6.0,4.9248,6.0,6.0,6.0,3.6656,11.9904,12.0,9.7136,12.0,12.0,12.0,1.4334917068481445e-05,3304.377685546875,0.9982,0.75968,0.0,0.00021263957023620605,3222.760498046875,0.9987,0.76184,0.0,0.0,3263.569091796875,0.0,0,0.0,0.0,0.0,0
33,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.864,6.0,6.0,4.96,6.0,6.0,6.0,1.8368,6.0,6.0,4.952,6.0,5.9984,6.0,3.7008,12.0,12.0,9.912,12.0,11.9984,12.0,0.0006397366523742676,3517.0400390625,0.9992,0.75152,0.0,0.0001913607120513916,3235.9755859375,0.9992,0.76212,0.0,0.0,3376.5078125,0.0,0,0.0,0.0,0.0,0
34,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8288,5.9984,6.0,4.864,6.0,6.0,6.0,1.8416,5.9968,6.0,4.856,6.0,6.0,6.0,3.6704,11.9952,12.0,9.72,12.0,12.0,12.0,1.1026859283447266e-06,3552.06689453125,0.9988,0.75648,0.0,0.00032113492488861084,3362.702880859375,0.9986,0.76164,0.0,0.0,3457.384765625,0.0,0,0.0,0.0,0.0,0
35,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8544,6.0,6.0,4.848,6.0,6.0,6.0,1.7776,6.0,6.0,4.9616,6.0,5.9984,5.9984,3.632,12.0,12.0,9.8096,12.0,11.9984,11.9984,0.0027992278337478638,3258.306884765625,0.9994,0.76564,0.0,1.8835067749023438e-05,3216.272705078125,0.9991,0.7644,0.0,0.0,3237.289794921875,0.0,0,0.0,0.0,0.0,0
36,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8688,6.0,6.0,4.9056,6.0,5.9968,6.0,1.8112,6.0,6.0,4.9184,6.0,6.0,6.0,3.68,12.0,12.0,9.824,12.0,11.9968,12.0,0.8387242555618286,3568.79638671875,0.999,0.75684,0.0,9.059906005859375e-06,3490.817626953125,0.9992,0.75656,0.0,0.0,3529.80712890625,0.0,0,0.0,0.0,0.0,0
37,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8368,6.0,6.0,4.9584,6.0,6.0,6.0,1.8688,6.0,6.0,5.0352,6.0,6.0,6.0,3.7056,12.0,12.0,9.9936,12.0,12.0,12.0,0.00015977025032043457,3513.498291015625,0.9991,0.75856,0.0,3.4943222999572754e-05,3134.030029296875,0.999,0.7686,0.0,0.0,3323.76416015625,0.0,0,0.0,0.0,0.0,0
38,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.8656,5.9984,6.0,4.8768,6.0,6.0,6.0,1.8656,6.0,6.0,5.0224,6.0,5.9984,6.0,3.7312,11.9984,12.0,9.8992,12.0,11.9984,12.0,0.0007636845111846924,3369.708740234375,0.9989,0.76624,0.0,0.00010392069816589355,3311.9306640625,0.9994,0.76368,0.0,0.0,3340.81982421875,0.0,0,0.0,0.0,0.0,0
39,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.928,5.9984,6.0,4.7808,6.0,6.0,6.0,1.9536,6.0,6.0,5.0544,6.0,5.9968,6.0,3.8816,11.9984,12.0,9.8352,12.0,11.9968,12.0,2.6702880859375e-05,3621.697265625,0.9992,0.76012,0.0,6.762146949768066e-05,3312.698974609375,0.9993,0.76616,0.0,0.0,3467.1982421875,0.0,0,0.0,0.0,0.0,0
40,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.0032,6.0,6.0,5.0224,6.0,5.9968,6.0,1.8544,6.0,6.0,5.1584,6.0,5.9984,6.0,3.8576,12.0,12.0,10.1808,12.0,11.9952,12.0,1.4185905456542969e-05,3729.1220703125,0.9995,0.75708,0.0,0.0004066377878189087,3548.001220703125,0.9999,0.753,0.0,0.0,3638.5615234375,0.0,0,0.0,0.0,0.0,0
41,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.904,6.0,6.0,5.0544,6.0,6.0,6.0,1.8896,6.0,6.0,5.1776,6.0,6.0,6.0,3.7936,12.0,12.0,10.232,12.0,12.0,12.0,2.92360782623291e-05,3365.0078125,0.9995,0.75936,0.0,0.0002375096082687378,3127.661865234375,0.9998,0.75596,0.0,0.0,3246.3349609375,0.0,0,0.0,0.0,0.0,0
42,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.9824,5.9984,6.0,5.048,6.0,5.9952,6.0,1.9168,6.0,6.0,5.216,6.0,5.9984,6.0,3.8992,11.9984,12.0,10.264,12.0,11.9936,12.0,2.3066997528076172e-05,3645.367431640625,0.9996,0.76084,0.0,1.049041748046875e-05,3286.40673828125,0.9998,0.76436,0.0,0.0,3465.88720703125,0.0,0,0.0,0.0,0.0,0
43,rankdad,0.0001,16,1,5,transformer,imdb,8,10,1.984,6.0,6.0,4.9888,6.0,6.0,6.0,1.8944,5.9936,6.0,5.112,6.0,6.0,6.0,3.8784,11.9936,12.0,10.1008,12.0,12.0,12.0,1.9073486328125e-06,3782.932861328125,0.9992,0.75648,0.0,3.293156623840332e-05,3291.4580078125,0.9989,0.7666,0.0,0.0,3537.1953125,0.0,0,0.0,0.0,0.0,0
44,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.0752,5.9984,6.0,4.9936,6.0,5.9968,6.0,1.8624,6.0,6.0,5.168,6.0,6.0,6.0,3.9376,11.9984,12.0,10.1616,12.0,11.9968,12.0,0.0001732856035232544,3861.55029296875,0.9997,0.75292,0.0,7.864832878112793e-05,3609.29248046875,0.9997,0.75436,0.0,0.0,3735.42138671875,0.0,0,0.0,0.0,0.0,0
45,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.1248,6.0,6.0,4.9824,6.0,6.0,6.0,2.112,6.0,6.0,5.0496,6.0,6.0,6.0,4.2368,12.0,12.0,10.032,12.0,12.0,12.0,0.0007935017347335815,3589.742919921875,0.9996,0.76908,0.0,8.195638656616211e-06,3287.496826171875,0.9995,0.77292,0.0,0.0,3438.619873046875,0.0,0,0.0,0.0,0.0,0
46,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.2848,6.0,6.0,5.0704,6.0,6.0,6.0,2.0496,6.0,6.0,5.2112,6.0,5.9968,6.0,4.3344,12.0,12.0,10.2816,12.0,11.9968,12.0,2.300739288330078e-05,3730.707275390625,0.9996,0.76336,0.0,2.275407314300537e-05,3341.316650390625,0.9996,0.7682,0.0,0.0,3536.011962890625,0.0,0,0.0,0.0,0.0,0
47,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.2864,6.0,6.0,5.0112,6.0,6.0,6.0,2.1536,6.0,6.0,5.192,6.0,5.9968,6.0,4.44,12.0,12.0,10.2032,12.0,11.9968,12.0,3.904104232788086e-06,3897.344482421875,0.9999,0.75672,0.0,2.250075340270996e-05,3628.488525390625,0.9998,0.75936,0.0,0.0,3762.91650390625,0.0,0,0.0,0.0,0.0,0
48,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.2752,6.0,6.0,5.016,6.0,5.9984,6.0,2.1584,6.0,6.0,5.1456,6.0,6.0,6.0,4.4336,12.0,12.0,10.1616,12.0,11.9984,12.0,9.763240814208984e-05,3475.375,0.9998,0.77196,0.0,4.8160552978515625e-05,3154.034912109375,0.9997,0.77784,0.0,0.0,3314.705078125,0.0,0,0.0,0.0,0.0,0
49,rankdad,0.0001,16,1,5,transformer,imdb,8,10,2.32,5.9968,6.0,4.9984,6.0,6.0,6.0,2.0848,5.9968,6.0,5.1632,6.0,6.0,6.0,4.4048,11.9936,12.0,10.1616,12.0,12.0,12.0,1.7881393432617188e-07,3650.610107421875,0.9993,0.77052,0.0,0.00011917948722839355,3617.343017578125,0.9995,0.76448,0.0,0.0,3633.9765625,0.0,0,0.0,0.0,0.0,0
