epoch,mode,lr,batch_size,k,kf,model,dataset,rank,numiterations,"effective_rank_site_0_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_0_Linear(in_features=512, out_features=128, bias=True)30","effective_rank_site_0_Linear(in_features=128, out_features=512, bias=True)32","effective_rank_site_1_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_1_Linear(in_features=512, out_features=128, bias=True)30","effective_rank_site_1_Linear(in_features=128, out_features=512, bias=True)32","effective_rank_site_agg_Linear(in_features=128, out_features=128, bias=False)13","effective_rank_site_agg_Linear(in_features=512, out_features=128, bias=True)30","effective_rank_site_agg_Linear(in_features=128, out_features=512, bias=True)32",train_loss_site_0,test_loss_site_0,train_acc_site_0,test_acc_site_0,val_acc_site_0,train_loss_site_1,test_loss_site_1,train_acc_site_1,test_acc_site_1,val_acc_site_1,test_acc_avg,test_loss_avg,test_acc_ensemble,test_loss_ensemble,val_acc_avg,val_loss_avg,val_acc_ensemble,val_loss_ensemble
22,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,0.0013759136199951172,1211.115234375,0.99744,0.78152,0.0,0.0002390146255493164,1262.531494140625,1.0,0.78892,0.0,0.78948,0.3256680369377136,0.80884,0.643064945936203,0.0,0.0,0.0,0
23,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,0.0006237924098968506,1252.4962158203125,1.0,0.7838,0.0,0.032598093152046204,1220.0035400390625,0.99408,0.78304,0.0,0.78708,0.5413239002227783,0.805,0.979586660861969,0.0,0.0,0.0,0
24,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.997442455242966,6.0,6.0,6.0,6.0,6.0,11.997442455242966,12.0,12.0,0.00021070241928100586,1283.658935546875,1.0,0.78432,0.0,0.0022633522748947144,1321.4078369140625,0.99968,0.78032,0.0,0.792,0.5108836889266968,0.80516,0.44596779346466064,0.0,0.0,0.0,0
25,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.997442455242966,6.0,6.0,5.998721227621483,6.0,6.0,11.99616368286445,12.0,12.0,0.00021713972091674805,1324.9415283203125,1.0,0.78444,0.0,0.00018095970153808594,1337.3056640625,1.0,0.78676,0.0,0.79244,0.8618447780609131,0.80784,1.0587195754051208,0.0,0.0,0.0,0
26,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.997442455242966,6.0,6.0,5.998721227621483,6.0,6.0,11.99616368286445,12.0,12.0,5.9992074966430664e-05,1355.1461181640625,1.0,0.78568,0.0,0.00010955333709716797,1363.43603515625,1.0,0.78948,0.0,0.79128,1.3935354948043823,0.8094,1.2852344512939453,0.0,0.0,0.0,0
27,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.73287296295166e-05,1386.3507080078125,1.0,0.78576,0.0,8.097290992736816e-05,1392.1243896484375,1.0,0.78772,0.0,0.79168,1.8590773344039917,0.80904,1.576449692249298,0.0,0.0,0.0,0
28,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,5.823373794555664e-05,1415.7919921875,1.0,0.78612,0.0,7.164478302001953e-05,1424.0860595703125,1.0,0.7894,0.0,0.79352,0.25891318917274475,0.80808,0.8057311773300171,0.0,0.0,0.0,0
29,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.9961636828644505,6.0,6.0,6.0,6.0,6.0,11.99616368286445,12.0,12.0,0.010815322399139404,1268.8245849609375,0.99528,0.7732,0.0,0.021466970443725586,1206.0782470703125,0.99968,0.78456,0.0,0.78956,0.7014633417129517,0.80444,0.54558365046978,0.0,0.0,0.0,0
30,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,0.00035637617111206055,1336.596435546875,0.99832,0.7804,0.0,0.0010337531566619873,1321.766845703125,0.99728,0.7876,0.0,0.78912,0.9560824632644653,0.80772,1.1777261793613434,0.0,0.0,0.0,0
31,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,0.0006646811962127686,1392.0771484375,1.0,0.78544,0.0,0.00018540024757385254,1377.9608154296875,1.0,0.79252,0.0,0.78976,0.19009347259998322,0.80956,0.32318516075611115,0.0,0.0,0.0,0
32,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,9.509921073913574e-05,1430.3143310546875,1.0,0.78552,0.0,4.5686960220336914e-05,1438.96044921875,1.0,0.79108,0.0,0.79216,0.8455437421798706,0.80884,0.9880194664001465,0.0,0.0,0.0,0
33,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.998721227621483,6.0,6.0,6.0,6.0,6.0,11.998721227621484,12.0,12.0,7.528066635131836e-05,1456.1611328125,1.0,0.78568,0.0,6.16312026977539e-05,1472.0379638671875,1.0,0.79112,0.0,0.79128,0.48964905738830566,0.80916,0.7209732234477997,0.0,0.0,0.0,0
34,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.997442455242966,6.0,6.0,11.997442455242966,12.0,12.0,6.002187728881836e-05,1478.4169921875,1.0,0.78668,0.0,1.6510486602783203e-05,1515.4151611328125,1.0,0.79008,0.0,0.79216,0.5120782852172852,0.80788,1.0623404681682587,0.0,0.0,0.0,0
35,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.994884910485934,6.0,6.0,11.994884910485933,12.0,12.0,3.847479820251465e-05,1508.9249267578125,1.0,0.78532,0.0,2.5153160095214844e-05,1545.8529052734375,1.0,0.79044,0.0,0.7922,2.309227705001831,0.80804,2.1937493085861206,0.0,0.0,0.0,0
36,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.998721227621483,6.0,6.0,5.998721227621483,6.0,6.0,11.997442455242966,12.0,12.0,3.3408403396606445e-05,1531.9261474609375,1.0,0.786,0.0,1.436471939086914e-05,1567.0908203125,1.0,0.79164,0.0,0.79184,0.6050057411193848,0.8092,0.886084645986557,0.0,0.0,0.0,0
37,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,8.970499038696289e-06,1569.097900390625,1.0,0.78632,0.0,2.2739171981811523e-05,1612.530029296875,1.0,0.79104,0.0,0.7914,0.9226570725440979,0.80888,0.6645551323890686,0.0,0.0,0.0,0
38,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,1.811981201171875e-05,1593.3792724609375,1.0,0.78712,0.0,1.1831521987915039e-05,1642.3895263671875,1.0,0.78996,0.0,0.793,0.9461663961410522,0.80808,1.6709826290607452,0.0,0.0,0.0,0
39,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.9961636828644505,6.0,6.0,5.997442455242966,6.0,6.0,11.993606138107417,12.0,12.0,1.385807991027832e-05,1624.376708984375,1.0,0.78684,0.0,9.59634780883789e-06,1677.1043701171875,1.0,0.79184,0.0,0.79252,0.12861628830432892,0.80856,0.30759450793266296,0.0,0.0,0.0,0
40,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,8.225440979003906e-06,1661.655029296875,1.0,0.7864,0.0,6.496906280517578e-06,1704.6015625,1.0,0.7934,0.0,0.7922,0.902940571308136,0.80932,0.8362020254135132,0.0,0.0,0.0,0
41,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,1.3321638107299805e-05,1686.9393310546875,1.0,0.78648,0.0,0.007964730262756348,1387.904296875,0.99248,0.79348,0.0,0.79348,1.1364247798919678,0.8102,1.26371830701828,0.0,0.0,0.0,0
42,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.998721227621483,6.0,6.0,5.998721227621483,6.0,6.0,11.997442455242966,12.0,12.0,3.5762786865234375e-06,1723.7479248046875,1.0,0.7848,0.0,8.219480514526367e-05,1464.1646728515625,0.99992,0.79676,0.0,0.79492,0.7189546227455139,0.80988,0.8804105520248413,0.0,0.0,0.0,0
43,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.175569534301758e-06,1782.7861328125,1.0,0.78548,0.0,3.8564205169677734e-05,1538.443115234375,1.0,0.79592,0.0,0.79428,0.9237561225891113,0.80972,1.362519383430481,0.0,0.0,0.0,0
44,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,0.009971335530281067,1575.48876953125,1.0,0.75104,0.0,2.7626752853393555e-05,1596.8084716796875,1.0,0.79268,0.0,0.79144,0.22461208701133728,0.8002,0.22371374815702438,0.0,0.0,0.0,0
45,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,8.064508438110352e-05,1522.6197509765625,0.9928,0.78348,0.0,2.0265579223632812e-05,1617.887939453125,1.0,0.79436,0.0,0.79484,0.848840594291687,0.81068,0.8187511563301086,0.0,0.0,0.0,0
46,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,6.344914436340332e-05,1567.3079833984375,1.0,0.78688,0.0,1.4632940292358398e-05,1660.083740234375,1.0,0.79348,0.0,0.79248,0.5396229028701782,0.81164,0.4723568707704544,0.0,0.0,0.0,0
47,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,3.546476364135742e-05,1613.0244140625,1.0,0.78704,0.0,9.894371032714844e-06,1696.744140625,1.0,0.79356,0.0,0.7934,0.6991616487503052,0.8114,0.4127620533108711,0.0,0.0,0.0,0
48,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.997442455242966,6.0,6.0,6.0,6.0,6.0,11.997442455242966,12.0,12.0,2.1159648895263672e-05,1645.39697265625,1.0,0.7868,0.0,1.3768672943115234e-05,1715.5081787109375,1.0,0.79436,0.0,0.79348,1.4828224182128906,0.8106,1.7452016472816467,0.0,0.0,0.0,0
49,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,1.150369644165039e-05,1667.1605224609375,1.0,0.78764,0.0,1.5676021575927734e-05,1754.214599609375,1.0,0.79216,0.0,0.79368,1.2604615688323975,0.81128,1.4536390602588654,0.0,0.0,0.0,0
50,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,1.3947486877441406e-05,1695.3580322265625,1.0,0.78712,0.0,4.470348358154297e-06,1786.0931396484375,1.0,0.79468,0.0,0.79152,0.7253623604774475,0.81176,0.6216788291931152,0.0,0.0,0.0,0
51,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,9.357929229736328e-06,1720.885498046875,1.0,0.78748,0.0,4.589557647705078e-06,1833.7239990234375,1.0,0.79408,0.0,0.79228,0.6957349181175232,0.81224,0.37153542041778564,0.0,0.0,0.0,0
52,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.998721227621483,6.0,6.0,6.0,6.0,6.0,11.998721227621484,12.0,12.0,8.434057235717773e-06,1745.287841796875,1.0,0.78716,0.0,4.738569259643555e-06,1866.7347412109375,1.0,0.7928,0.0,0.79136,1.2744438648223877,0.81248,1.4149582386016846,0.0,0.0,0.0,0
53,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,8.970499038696289e-06,1773.10986328125,1.0,0.78636,0.0,0.0001970231533050537,1577.11962890625,0.9956,0.78708,0.0,0.79472,0.809036374092102,0.80932,0.7852872014045715,0.0,0.0,0.0,0
54,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,5.0961971282958984e-06,1807.4154052734375,1.0,0.78724,0.0,0.002732694149017334,1613.1739501953125,1.0,0.7898,0.0,0.79572,0.1982991248369217,0.8084,0.755835235118866,0.0,0.0,0.0,0
55,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.5331974029541016e-06,1837.893310546875,1.0,0.78748,0.0,3.018975257873535e-05,1634.4989013671875,1.0,0.79428,0.0,0.796,2.1409895420074463,0.81164,2.224105417728424,0.0,0.0,0.0,0
56,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.086162567138672e-06,1844.748291015625,1.0,0.78696,0.0,3.063678741455078e-05,1685.10595703125,1.0,0.7948,0.0,0.79544,1.6967179775238037,0.81256,2.167805790901184,0.0,0.0,0.0,0
57,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.473592758178711e-06,1899.99755859375,1.0,0.78736,0.0,7.778406143188477e-06,1723.20361328125,1.0,0.7944,0.0,0.79476,0.7773200273513794,0.81192,1.3584029078483582,0.0,0.0,0.0,0
58,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.997442455242966,6.0,6.0,11.997442455242966,12.0,12.0,1.5497207641601562e-06,1931.481201171875,1.0,0.78664,0.0,2.384185791015625e-06,1758.8599853515625,1.0,0.79396,0.0,0.79508,0.2295178771018982,0.81076,0.39399267733097076,0.0,0.0,0.0,0
59,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,3.3795833587646484e-05,1868.8455810546875,1.0,0.7876,0.0,1.3709068298339844e-06,1782.0745849609375,1.0,0.7942,0.0,0.79212,0.9863870143890381,0.81128,1.4718148708343506,0.0,0.0,0.0,0
60,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,0.0005998164415359497,1649.5882568359375,0.99024,0.78092,0.0,0.000183790922164917,1822.8978271484375,1.0,0.78788,0.0,0.79708,2.0691299438476562,0.80416,2.443074941635132,0.0,0.0,0.0,0
61,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,0.00017639994621276855,1656.4361572265625,1.0,0.7878,0.0,1.0639429092407227e-05,1847.3671875,1.0,0.79512,0.0,0.7938,1.732717514038086,0.8138,2.0435231924057007,0.0,0.0,0.0,0
62,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,2.568960189819336e-05,1688.669189453125,1.0,0.78972,0.0,5.185604095458984e-06,1890.6259765625,1.0,0.7946,0.0,0.79384,0.7213835716247559,0.81368,0.43779973685741425,0.0,0.0,0.0,0
63,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,3.695487976074219e-05,1718.90087890625,1.0,0.78848,0.0,0.0005258321762084961,1478.171142578125,0.99752,0.78236,0.0,0.79288,0.07733909040689468,0.81056,0.21516026556491852,0.0,0.0,0.0,0
64,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.9961636828644505,6.0,6.0,11.99616368286445,12.0,12.0,2.1725893020629883e-05,1745.71630859375,1.0,0.78844,0.0,0.00027026236057281494,1554.720947265625,0.99848,0.79724,0.0,0.79324,1.5922303199768066,0.81464,1.4711666107177734,0.0,0.0,0.0,0
65,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,1.3500452041625977e-05,1770.5367431640625,1.0,0.78904,0.0,4.5239925384521484e-05,1693.530517578125,1.0,0.79668,0.0,0.79476,0.44635069370269775,0.81448,0.34101857244968414,0.0,0.0,0.0,0
66,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,3.069639205932617e-06,1799.700927734375,1.0,0.78952,0.0,4.506111145019531e-05,1612.864501953125,1.0,0.79724,0.0,0.7934,0.94737708568573,0.81564,1.0210038125514984,0.0,0.0,0.0,0
67,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,5.364418029785156e-07,1828.4091796875,1.0,0.78952,0.0,2.1517276763916016e-05,1756.0247802734375,1.0,0.79556,0.0,0.79508,0.2717125117778778,0.81412,0.38341695070266724,0.0,0.0,0.0,0
68,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,5.066394805908203e-06,1856.4566650390625,1.0,0.78864,0.0,3.6656856536865234e-05,1798.066650390625,1.0,0.79604,0.0,0.79376,0.4109130799770355,0.81432,0.8505925983190536,0.0,0.0,0.0,0
69,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,7.659196853637695e-06,1886.2576904296875,1.0,0.78988,0.0,5.21540641784668e-06,1845.8541259765625,1.0,0.7944,0.0,0.79424,0.948631763458252,0.81392,1.0047000050544739,0.0,0.0,0.0,0
70,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,6.0,6.0,6.0,12.0,12.0,12.0,1.6987323760986328e-06,1915.12255859375,1.0,0.78984,0.0,3.3676624298095703e-06,1886.1827392578125,1.0,0.79424,0.0,0.79456,0.8219549059867859,0.81472,0.657075822353363,0.0,0.0,0.0,0
71,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,5.997442455242966,6.0,6.0,5.998721227621483,6.0,6.0,11.99616368286445,12.0,12.0,1.1026859283447266e-06,1946.88427734375,1.0,0.78904,0.0,3.844499588012695e-06,1905.1378173828125,1.0,0.79396,0.0,0.79428,0.4845973253250122,0.8146,0.6569596976041794,0.0,0.0,0.0,0
72,rankdad,0.0001,16,-1,5,transformer,imdb,8,10,6.0,6.0,6.0,5.998721227621483,6.0,6.0,11.998721227621484,12.0,12.0,1.1920928955078125e-06,1982.1146240234375,1.0,0.78892,0.0,3.159046173095703e-06,1952.28515625,1.0,0.7934,0.0,0.79456,0.548029899597168,0.81368,0.5985318422317505,0.0,0.0,0.0,0
